incident_number,opened_at,category,cmdb_ci,state,problem_id
INC1886021,2024-06-20 04:06:06,Software,SAP OMS,Closed Complete,
INC1886022,2024-06-20 04:07:34,Software,SAP OMS,Closed Complete,
INC1886023,2024-06-20 04:07:38,Software,SAP OMS,Closed Complete,
INC1886111,2024-06-20 06:38:10,Software,SAP OMS,Closed Complete,
INC1886131,2024-06-20 06:42:03,Software,POS: CVM,Closed Complete,
INC1886119,2024-06-20 06:44:21,Software,SAP OMS,Closed Complete,
INC1886142,2024-06-20 07:04:16,Software,GK POS,Closed Complete,
INC1886263,2024-06-20 08:58:41,Software,SAP OMS,Closed Complete,
INC1886335,2024-06-20 10:00:24,Software,Informatica MDM,Closed Complete,
INC1886554,2024-06-20 14:30:11,Software,GK POS,Closed Complete,
INC1886565,2024-06-20 14:47:38,Software,SAP OMS,Closed Complete,
INC1886585,2024-06-20 15:15:17,Software,SAP OMS,Closed Complete,
INC1886594,2024-06-20 15:25:03,Software,SAP OMS,Closed Complete,
INC1886645,2024-06-20 15:49:15,Software,SAP OMS,Closed Complete,
INC1886613,2024-06-20 15:52:17,Software,POS: CVM,Closed Complete,
INC1886689,2024-06-20 18:38:52,Software,,Closed Complete,
INC1886707,2024-06-20 20:49:29,Software,GK POS,Closed Complete,
INC1886708,2024-06-20 20:52:17,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1886709,2024-06-20 20:53:39,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC1886710,2024-06-20 20:56:06,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1886711,2024-06-20 20:57:22,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1886712,2024-06-20 21:00:41,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1886713,2024-06-20 21:00:44,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1886806,2024-06-21 03:23:42,Software,SAP OMS,Closed Complete,
INC1886807,2024-06-21 03:23:46,Software,SAP OMS,Closed Complete,
INC1886808,2024-06-21 03:24:49,Software,SAP OMS,Closed Complete,
INC1886822,2024-06-21 04:43:16,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1886823,2024-06-21 04:43:22,Software,SAP OMS,Closed Complete,
INC1886880,2024-06-21 06:12:19,Software,SAP OMS,Closed Complete,
INC1886921,2024-06-21 07:16:31,Software,MVI (Miscellaneous Articles),Closed Complete,
INC1887038,2024-06-21 09:03:00,Software,Auto Integrate,Closed Complete,
INC1887040,2024-06-21 09:05:41,Software,Skybot,Closed Complete,
INC1887078,2024-06-21 09:22:44,Software,GK POS,Closed Complete,
INC1887064,2024-06-21 09:29:39,Software,GK POS,Closed Complete,
INC1887079,2024-06-21 09:34:38,Software,Work Order Management (WOM),Closed Complete,
INC1887103,2024-06-21 10:14:03,Network,SAP CAR,Closed Complete,
INC1887156,2024-06-21 11:24:59,Software,SAP OMS,Closed Complete,
INC1887246,2024-06-21 13:05:16,Software,SAP OMS,Closed Complete,
INC1887281,2024-06-21 13:37:24,Software,GK POS,Closed Complete,
INC1887344,2024-06-21 15:09:15,Software,POS: Transaction Detail,Closed Complete,
INC1887390,2024-06-21 16:13:15,Software,Amazon Web Services (AWS),Closed Complete,
INC1887475,2024-06-22 01:12:47,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887476,2024-06-22 01:15:09,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887477,2024-06-22 01:15:14,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887478,2024-06-22 01:17:57,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887900,2024-06-23 03:53:34,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887901,2024-06-23 03:54:56,Software,GK POS,Closed Complete,
INC1887902,2024-06-23 03:57:34,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887903,2024-06-23 04:01:07,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887904,2024-06-23 04:01:11,Software,GK POS,Closed Complete,
INC1887905,2024-06-23 04:03:46,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1887912,2024-06-23 06:30:54,Software,SAP OMS,Closed Complete,
INC1887913,2024-06-23 06:33:31,Network,SAP OMS,Closed Complete,
INC1887914,2024-06-23 06:33:36,Network,SAP OMS,Closed Complete,
INC1887918,2024-06-23 07:09:49,Network,SAP OMS,Closed Complete,
INC1887920,2024-06-23 07:14:25,Network,SAP OMS,Closed Complete,
INC1887924,2024-06-23 07:49:23,Network,SAP OMS,Closed Complete,
INC1887987,2024-06-23 16:13:01,Software,,Closed Complete,
INC1888448,2024-06-24 06:26:32,Software,SAP OMS,Closed Complete,
INC1888459,2024-06-24 06:36:06,Software,SAP OMS,Closed Complete,
INC1888510,2024-06-24 07:04:44,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1888601,2024-06-24 08:18:18,Software,,Closed Complete,
INC1888652,2024-06-24 09:06:28,Software,,Closed Complete,
INC1888769,2024-06-24 10:17:25,Software,SAP OMS,Closed Complete,
INC1888839,2024-06-24 10:57:17,Software,,Closed Complete,
INC1888840,2024-06-24 10:57:24,Software,Skybot,Closed Complete,
INC1888868,2024-06-24 11:11:38,Software,Skybot,Closed Complete,
INC1888869,2024-06-24 11:11:41,Software,Skybot,Closed Complete,
INC1888888,2024-06-24 11:26:58,Software,Skybot,Closed Complete,
INC1888889,2024-06-24 11:27:18,Software,Skybot,Closed Complete,
INC1888961,2024-06-24 12:19:03,Software,POS: Product Browse,Closed Complete,
INC1889093,2024-06-24 14:06:14,Software,GK POS,Closed Complete,
INC1889103,2024-06-24 14:18:36,Software,SAP OMS,Closed Complete,
INC1889127,2024-06-24 14:48:50,Software,SAP OMS,Closed Complete,
INC1889129,2024-06-24 14:50:25,Software,SAP OMS,Closed Complete,
INC1889247,2024-06-24 20:36:34,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889248,2024-06-24 20:39:23,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889249,2024-06-24 20:39:29,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889251,2024-06-24 20:42:17,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889252,2024-06-24 20:42:22,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889253,2024-06-24 20:43:16,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889254,2024-06-24 20:45:30,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889255,2024-06-24 20:47:47,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889256,2024-06-24 20:47:51,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889257,2024-06-24 20:47:55,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889258,2024-06-24 20:49:50,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889259,2024-06-24 20:49:55,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889261,2024-06-24 20:56:20,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889263,2024-06-24 20:58:04,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889264,2024-06-24 20:58:18,Software,Vision Missing Orders,Closed Complete,PRB0015471
INC1889265,2024-06-24 20:59:27,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1889327,2024-06-25 02:14:39,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1889330,2024-06-25 02:37:50,Software,GK POS,Closed Complete,
INC1889454,2024-06-25 06:26:19,Software,SAP OMS,Closed Complete,
INC1889463,2024-06-25 06:32:56,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1889510,2024-06-25 07:20:46,Software,SAP OMS,Closed Complete,
INC1889621,2024-06-25 08:51:43,Software,SAP,Closed Complete,
INC1889662,2024-06-25 09:21:50,Software,POS: Alert Center,Closed Complete,
INC1889683,2024-06-25 09:41:41,Software,Skybot,Closed Complete,
INC1889681,2024-06-25 09:45:27,Software,Skybot,Closed Complete,
INC1889769,2024-06-25 10:49:55,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC1889771,2024-06-25 10:51:30,Software,GK POS,Closed Complete,
INC1889772,2024-06-25 10:51:34,Software,SAP OMS,Closed Complete,
INC1889882,2024-06-25 12:30:06,Software,SAP OMS,Closed Complete,
INC1889930,2024-06-25 13:20:04,Software,SAP OMS,Closed Complete,
INC1889956,2024-06-25 13:51:29,Software,GK Launchpad,Closed Complete,
INC1890199,2024-06-25 20:49:25,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1890200,2024-06-25 20:49:30,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1890201,2024-06-25 20:51:11,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1890202,2024-06-25 20:52:49,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1890224,2024-06-25 22:28:09,Software,,Closed Complete,
INC1890281,2024-06-26 02:22:49,Software,SAP OMS,Closed Complete,
INC1890283,2024-06-26 02:22:54,Network,SAP OMS,Closed Complete,
INC1890284,2024-06-26 02:26:37,Software,SAP OMS,Closed Complete,
INC1890398,2024-06-26 06:16:48,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1890408,2024-06-26 06:27:20,Software,SAP OMS,Closed Complete,
INC1890411,2024-06-26 06:33:29,Software,,Closed Complete,
INC1890521,2024-06-26 08:01:10,Software,,Closed Complete,
INC1890672,2024-06-26 09:43:02,Software,Skybot,Closed Complete,
INC1890673,2024-06-26 09:43:05,Software,Skybot,Closed Complete,
INC1890754,2024-06-26 10:47:38,Software,GK POS,Closed Complete,
INC1890774,2024-06-26 11:16:10,Software,Skybot,Closed Complete,
INC1890775,2024-06-26 11:16:16,Software,Skybot,Closed Complete,
INC1890876,2024-06-26 12:30:36,Software,Skybot,Closed Complete,
INC1890938,2024-06-26 13:00:17,Software,Skybot,Closed Complete,
INC1890939,2024-06-26 13:00:21,Software,Skybot,Closed Complete,
INC1891170,2024-06-26 20:34:05,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1891171,2024-06-26 20:35:03,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1891172,2024-06-26 20:36:32,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1891173,2024-06-26 20:36:37,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1891174,2024-06-26 20:39:06,Software,GK POS,Closed Complete,
INC1891175,2024-06-26 20:39:10,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1891176,2024-06-26 20:41:22,Software,GK POS,Closed Complete,
INC1891202,2024-06-26 22:50:13,Software,Skybot,Closed Complete,
INC1891231,2024-06-27 00:43:05,Software,Amazon Web Services (AWS),Closed Complete,
INC1891261,2024-06-27 02:01:22,Software,SAP OMS,Closed Complete,
INC1891262,2024-06-27 02:03:25,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC1891391,2024-06-27 06:11:57,Software,Skybot,Closed Complete,
INC1891411,2024-06-27 06:26:57,Software,Skybot,Closed Complete,
INC1891427,2024-06-27 06:41:48,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1891426,2024-06-27 06:41:57,Software,Skybot,Closed Complete,
INC1891432,2024-06-27 06:43:51,Software,SAP OMS,Closed Complete,
INC1891450,2024-06-27 06:56:57,Software,Skybot,Closed Complete,
INC1891603,2024-06-27 09:11:22,Software,POS: CVM,Closed Complete,
INC1891642,2024-06-27 09:59:05,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC1891675,2024-06-27 10:42:57,Network,SAP OMS,Closed Complete,
INC1891677,2024-06-27 10:45:57,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC1891801,2024-06-27 12:52:41,Software,Request,Closed Complete,
INC1891834,2024-06-27 13:43:11,Software,Skybot,Closed Complete,
INC1891869,2024-06-27 13:49:55,Software,POS: CVM,Closed Complete,
INC1891852,2024-06-27 13:57:07,Software,Skybot,Closed Complete,
INC1891884,2024-06-27 14:12:17,Software,Skybot,Closed Complete,
INC1891907,2024-06-27 14:27:12,Software,Skybot,Closed Complete,
INC1891929,2024-06-27 14:42:09,Software,Skybot,Closed Complete,
INC1891944,2024-06-27 14:57:07,Software,,Closed Complete,
INC1891960,2024-06-27 15:12:08,Software,Skybot,Closed Complete,
INC1891986,2024-06-27 15:27:10,Software,Skybot,Closed Complete,
INC1892006,2024-06-27 15:42:14,Software,Skybot,Closed Complete,
INC1892016,2024-06-27 15:57:01,Software,Skybot,Closed Complete,
INC1892034,2024-06-27 16:13:22,Software,Skybot,Closed Complete,
INC1892050,2024-06-27 16:27:16,Software,Skybot,Closed Complete,
INC1892060,2024-06-27 16:42:01,Software,Skybot,Closed Complete,
INC1892068,2024-06-27 16:57:01,Software,Skybot,Closed Complete,
INC1892075,2024-06-27 17:12:11,Software,,Closed Complete,
INC1892093,2024-06-27 17:27:07,Software,,Closed Complete,
INC1892116,2024-06-27 17:34:09,Software,POS: Payments,Closed Complete,
INC1892187,2024-06-27 20:32:45,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892189,2024-06-27 20:32:48,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892191,2024-06-27 20:32:51,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892212,2024-06-27 20:34:13,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892215,2024-06-27 20:34:18,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892240,2024-06-27 20:36:27,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892241,2024-06-27 20:36:32,Software,Vision Payments,Closed Complete,PRB0015475
INC1892254,2024-06-27 20:37:53,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892261,2024-06-27 20:38:55,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892274,2024-06-27 20:41:05,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892276,2024-06-27 20:41:09,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1892309,2024-06-27 22:29:07,Software,Skybot,Closed Complete,
INC1892383,2024-06-28 02:31:48,Software,SAP OMS,Closed Complete,
INC1892384,2024-06-28 02:31:51,Software,SAP OMS,Closed Complete,
INC1892482,2024-06-28 06:20:22,Software,SAP OMS,Closed Complete,
INC1892576,2024-06-28 07:42:21,Software,,Closed Complete,
INC1892595,2024-06-28 07:57:17,Software,,Closed Complete,
INC1892616,2024-06-28 08:12:09,Software,,Closed Complete,
INC1892634,2024-06-28 08:27:10,Software,,Closed Complete,
INC1892650,2024-06-28 08:41:59,Software,,Closed Complete,
INC1892669,2024-06-28 08:57:10,Software,,Closed Complete,
INC1892682,2024-06-28 09:12:00,Software,,Closed Complete,
INC1892706,2024-06-28 09:26:51,Software,,Closed Complete,
INC1892729,2024-06-28 09:41:51,Software,,Closed Complete,
INC1892753,2024-06-28 10:00:15,Software,,Closed Complete,
INC1892799,2024-06-28 10:20:53,Software,,Closed Complete,
INC1892815,2024-06-28 10:26:52,Software,,Closed Complete,
INC1892870,2024-06-28 10:40:18,Software,GK POS,Closed Complete,
INC1892871,2024-06-28 10:41:52,Software,,Closed Complete,
INC1892873,2024-06-28 10:42:08,Software,GK POS,Closed Complete,
INC1892907,2024-06-28 10:56:54,Software,,Closed Complete,
INC1892929,2024-06-28 11:11:59,Software,,Closed Complete,
INC1892964,2024-06-28 11:25:34,Software,,Closed Complete,
INC1892989,2024-06-28 11:26:30,Software,Amazon Web Services (AWS),Closed Complete,
INC1892991,2024-06-28 11:28:01,Software,GK POS,Closed Complete,
INC1892993,2024-06-28 11:31:52,Software,Request for Information,Closed Complete,
INC1892994,2024-06-28 11:31:56,Software,SAP OMS,Closed Complete,
INC1893003,2024-06-28 11:43:20,Software,Amazon Web Services (AWS),Closed Complete,
INC1893172,2024-06-28 15:11:56,Software,,Closed Complete,
INC1893296,2024-06-28 17:14:05,Software,Amazon Web Services (AWS),Closed Complete,
INC1893377,2024-06-28 21:20:07,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893378,2024-06-28 21:20:12,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893380,2024-06-28 21:22:39,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893381,2024-06-28 21:22:44,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893382,2024-06-28 21:22:48,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893383,2024-06-28 21:22:52,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893393,2024-06-28 22:13:30,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893594,2024-06-29 08:57:01,Software,SAP Hybris,Closed Complete,
INC1893598,2024-06-29 09:05:32,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC1893606,2024-06-29 09:15:26,Software,Hybris 1.2,Closed Complete,
INC1893620,2024-06-29 09:35:27,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893707,2024-06-29 12:17:36,Software,GK POS,Closed Complete,
INC1893858,2024-06-29 21:25:20,Software,GK POS,Closed Complete,
INC1893859,2024-06-29 21:27:01,Software,GK POS,Closed Complete,
INC1893860,2024-06-29 21:27:06,Software,GK POS,Closed Complete,
INC1893861,2024-06-29 21:28:59,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893862,2024-06-29 21:31:13,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893863,2024-06-29 21:31:18,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893864,2024-06-29 21:31:22,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893865,2024-06-29 21:32:34,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893866,2024-06-29 21:32:38,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1893903,2024-06-30 05:56:48,Software,SAP OMS,Closed Complete,
INC1893904,2024-06-30 05:59:02,Software,SAP Hybris,Closed Complete,
INC1893907,2024-06-30 06:00:56,Software,SAP OMS,Closed Complete,
INC1893908,2024-06-30 06:01:01,Software,SAP OMS,Closed Complete,
INC1893935,2024-06-30 09:09:33,Software,SiteScope,Closed Complete,
INC1893956,2024-06-30 10:22:15,Software,,Closed Complete,
INC1893968,2024-06-30 10:27:14,Software,,Closed Complete,
INC1894028,2024-06-30 15:04:19,Software,SiteScope,Closed Complete,
INC1894059,2024-06-30 20:07:14,Software,Business Process Monitor,Closed Complete,
INC1894061,2024-06-30 20:32:47,Software,GK POS,Closed Complete,
INC1894195,2024-07-01 05:11:16,Hardware,Business Process Monitor,Closed Complete,
INC1894293,2024-07-01 06:33:45,Software,SAP OMS,Closed Complete,
INC1894303,2024-07-01 06:39:53,Software,Buy Online Pickup In Store (BOPIS),Closed Complete,
INC1894321,2024-07-01 07:07:21,Software,Request,Closed Complete,
INC1894618,2024-07-01 10:59:10,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC1894639,2024-07-01 11:14:09,Software,Vision Manual Corrections,Closed Complete,PRB0015470
INC1894654,2024-07-01 11:27:04,Software,GK POS,Closed Complete,
INC1894659,2024-07-01 11:38:19,Software,SAP OMS,Closed Complete,
INC1894702,2024-07-01 12:12:40,Software,SAP Hybris,Closed Complete,
INC1894704,2024-07-01 12:14:56,Software,SAP Hybris,Closed Complete,
INC1894705,2024-07-01 12:17:23,Software,POS: CVM,Closed Complete,
INC1894707,2024-07-01 12:19:04,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
INC1894807,2024-07-01 13:30:36,Hardware,Lenovo Monitor,Closed Complete,
INC1894971,2024-07-01 20:21:06,Software,Vision Service Now Order Updates,Closed Complete,PRB0015473
